GAME.#,POSS.#,PLAY.ID,SHOT.CLOCK.THIRD,SHOT.TYPE,CONTESTED?,PAINT.TOUCH,CAUSE.OF.PAINT,PAINT.ATTACKER,DEFENDER-ATTACKER,PLAY.RESULT,POINT.RESULT
14,56,74,:20 - :11,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),2
14,57,75,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
14,57,76,:10 - :00,Layup,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Made 2,2
14,58,77,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
14,58,78,:20 - :11,Catch-and-shoot,FALSE,TRUE,Offensive Rebound,22 Kai Jones,Opponent-Big,Missed 3,0
14,59,79,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Big,Assisted 2,2
14,60,80,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
14,61,81,:20 - :11,Catch-and-shoot,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Assisted 3,3
14,62,82,:10 - :00,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
14,63,83,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
14,64,84,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Big,Made 2,2
14,65,85,:30 - :21,Floater/Runner,TRUE,TRUE,P&R Ball Handler,1 Andrew Jones,Opponent-Guard,Missed 2,0
14,65,86,:20 - :11,Free Throws,N/A,TRUE,Offensive Rebound,22 Kai Jones,Opponent-Big,Floor Foul (Bonus),2
14,66,87,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
14,67,88,:20 - :11,Catch-and-shoot,TRUE,TRUE,P&R Roll Man,22 Kai Jones,Opponent-Big,Assisted 3,3
14,68,89,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
14,69,90,:20 - :11,Floater/Runner,TRUE,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Big,Missed 2,0
14,70,91,:10 - :00,Dunk,FALSE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Assisted 2,2
14,71,92,:30 - :21,Layup,TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Big,Made 2,2
14,72,93,No Shot Clock,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
14,73,94,No Shot Clock,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),2
14,74,95,No Shot Clock,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
15,1,1,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
15,2,2,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
15,2,3,:10 - :00,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
15,2,4,:10 - :00,N/A,N/A,FALSE,N/A,N/A,N/A,Shot Clock Violation,0
15,3,5,:30 - :21,Floater/Runner,TRUE,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Big,Assisted 2,2
15,4,6,:30 - :21,Layup,TRUE,TRUE,Transition,3 Courtney Ramey,Opponent-Guard,Assisted 2,2
15,5,7,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
15,6,8,:30 - :21,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
15,7,9,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
15,8,10,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
15,9,11,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
15,10,12,:30 - :21,N/A,N/A,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Offensive Foul,0
15,11,13,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
15,12,14,:20 - :11,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
15,13,15,:10 - :00,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
15,14,16,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
15,15,17,:30 - :21,N/A,N/A,FALSE,Transition,22 Kai Jones,Opponent-Guard,Floor Foul,0
15,15,18,:20 - :11,Off-the-dribble (2),FALSE,FALSE,N/A,N/A,N/A,Made 2,2
15,16,19,:20 - :11,N/A,N/A,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Big,Floor Foul,0
15,16,20,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Missed 2,0
15,16,21,:10 - :00,N/A,N/A,FALSE,N/A,N/A,N/A,Offensive Foul,0
15,17,22,:30 - :21,Floater/Runner,TRUE,TRUE,Perimeter Drive,20 Jericho Sims,Opponent-Big,Made 2,2
15,18,23,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Charge,0
15,19,24,:10 - :00,Layup,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Made 2,2
15,20,25,:30 - :21,N/A,N/A,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Turnover,0
15,21,26,:20 - :11,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
15,22,27,:20 - :11,Dunk,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Assisted 2,2
15,23,28,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
15,24,29,:20 - :11,Layup,TRUE,TRUE,P&R Ball Handler,1 Andrew Jones,Opponent-Guard,Shooting Foul,1
15,25,30,:10 - :00,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
15,25,31,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
15,25,32,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
15,26,33,:30 - :21,Layup,TRUE,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Made 2,2
15,27,34,:30 - :21,Free Throws,N/A,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Guard,Floor Foul (Bonus),0
15,28,35,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,No Result,0
15,29,36,:10 - :00,Catch-and-shoot,TRUE,TRUE,N/A,N/A,N/A,Missed 3,0
15,30,37,:10 - :00,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Made 2,2
15,31,38,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
15,31,39,:20 - :11,Floater/Runner,TRUE,TRUE,Offensive Rebound,1 Andrew Jones,Opponent-Big,Missed 2,0
15,31,40,:20 - :11,Dunk,FALSE,TRUE,Perimeter Drive,20 Jericho Sims,N/A,Made 2,2
15,32,41,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
15,33,42,:30 - :21,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
15,34,43,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
15,35,44,No Shot Clock,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
15,36,45,:20 - :11,Catch-and-shoot,FALSE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Assisted 3,3
15,37,46,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Made 3,3
15,38,47,:30 - :21,N/A,N/A,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Turnover,0
15,39,48,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
15,39,49,:10 - :00,Off-the-dribble (2),FALSE,FALSE,N/A,N/A,N/A,Missed 2,0
15,40,50,:20 - :11,Dunk,TRUE,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Guard,Assisted 2,2
15,41,51,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
15,42,52,:30 - :21,Dunk,FALSE,TRUE,Transition,1 Andrew Jones,N/A,Assisted 2,2
15,43,53,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
15,44,54,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
15,45,55,:20 - :11,N/A,N/A,TRUE,Cut,4 Greg Brown,Opponent-Big,Floor Foul,0
15,45,56,:20 - :11,Off-the-dribble (2),FALSE,FALSE,N/A,N/A,N/A,Missed 2,0
15,46,57,:20 - :11,Layup,TRUE,TRUE,Cut,1 Andrew Jones,Opponent-Guard,Assisted 2,2
15,47,58,:30 - :21,N/A,N/A,TRUE,Perimeter Drive,20 Jericho Sims,Opponent-Big,Turnover,0
15,48,59,:20 - :11,Dunk,TRUE,TRUE,Post-up (on the block),20 Jericho Sims,Opponent-Big,Assisted 2,2
15,49,60,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
15,50,61,:20 - :11,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
15,50,62,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
15,50,63,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
15,51,64,:20 - :11,Dunk,FALSE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Assisted 2,2
15,52,65,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
15,53,66,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Turnover,0
15,54,67,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
15,54,68,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
15,55,69,:20 - :11,N/A,N/A,TRUE,Cut,22 Kai Jones,Opponent-Guard,Turnover,0
15,56,70,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
15,57,71,:10 - :00,Layup,TRUE,TRUE,Cut,20 Jericho Sims,Opponent-Guard,Shooting Foul,0
15,58,72,:10 - :00,Free Throws,N/A,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Floor Foul (Bonus),0
15,59,73,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
15,59,74,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,3 Courtney Ramey,Opponent-Guard,Shooting Foul,1
15,59,75,:20 - :11,Layup,FALSE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Made 2,2
15,60,76,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Shooting Foul,0
15,61,77,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Made 2,2
15,62,78,:30 - :21,N/A,N/A,TRUE,Transition,3 Courtney Ramey,Opponent-Guard,Turnover,0
15,63,79,:20 - :11,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
15,64,80,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
15,65,81,:20 - :11,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Made 2,2
15,66,82,:30 - :21,Layup,FALSE,TRUE,Perimeter Drive,3 Courtney Ramey,N/A,Made 2,2
15,67,83,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
15,67,84,:20 - :11,Free Throws,N/A,TRUE,Offensive Rebound,20 Jericho Sims,Opponent-Big,Floor Foul (Bonus),1
15,68,85,No Shot Clock,Catch-and-shoot,TRUE,TRUE,N/A,N/A,N/A,Missed 3,0
16,1,1,:20 - :11,Dunk,FALSE,TRUE,Cut,20 Jericho Sims,N/A,Assisted 2,2
16,2,2,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
16,2,3,:20 - :11,N/A,N/A,TRUE,Offensive Rebound,20 Jericho Sims,Opponent-Big,Floor Foul,0
16,2,4,:20 - :11,Layup,TRUE,TRUE,Cut,4 Greg Brown,Opponent-Big,Shooting Foul,1
16,3,5,:10 - :00,Off-the-dribble (2),TRUE,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Missed 2,0
16,4,6,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,5,7,:30 - :21,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
16,5,8,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,5 Royce Hamm Jr.,Opponent-Guard,Missed 2,0
16,6,9,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,7,10,:20 - :11,Layup,TRUE,TRUE,Cut,5 Royce Hamm Jr.,Opponent-Big,Assisted 2,3
16,8,11,:30 - :21,Layup,TRUE,TRUE,Transition,3 Courtney Ramey,Opponent-Guard,Missed 2,0
16,8,12,:30 - :21,N/A,N/A,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Big,Turnover,0
16,9,13,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,20 Jericho Sims,Opponent-Big,Made 2,3
16,10,14,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
16,11,15,:20 - :11,Layup,TRUE,TRUE,Cut,22 Kai Jones,Opponent-Big,Missed 2,0
16,12,16,:30 - :21,Dunk,TRUE,TRUE,Transition,2 Matt Coleman III,Opponent-Guard,Shooting Foul,1
16,13,17,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
16,14,18,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,14,19,:20 - :11,Dunk,TRUE,TRUE,Offensive Rebound,22 Kai Jones,Opponent-Big,Made 2,2
16,15,20,:10 - :00,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
16,16,21,:10 - :00,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Missed 2,0
16,16,22,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,10 Donovan Williams,Opponent-Big,Missed 2,0
16,16,23,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,10 Donovan Williams,Opponent-Big,Shooting Foul,1
16,17,24,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
16,18,25,:20 - :11,N/A,N/A,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Big,Turnover,0
16,19,26,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 2,0
16,20,27,:30 - :21,Layup,TRUE,TRUE,Transition,10 Donovan Williams,Opponent-Big,Missed 2,0
16,20,28,:30 - :21,Layup,TRUE,TRUE,Offensive Rebound,22 Kai Jones,Opponent-Big,Made 2,2
16,21,29,:30 - :21,N/A,N/A,TRUE,N/A,N/A,N/A,Turnover,0
16,22,30,:30 - :21,Layup,TRUE,TRUE,Transition,3 Courtney Ramey,Opponent-Guard,Shooting Foul,2
16,23,31,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
16,24,32,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
16,24,33,:20 - :11,Catch-and-shoot,FALSE,TRUE,Offensive Rebound,20 Jericho Sims,Opponent-Big,Missed 3,0
16,24,34,:20 - :11,N/A,N/A,TRUE,Offensive Rebound,10 Donovan Williams,Opponent-Big,Turnover,0
16,25,35,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
16,26,36,:30 - :21,N/A,N/A,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Turnover,0
16,27,37,:10 - :00,N/A,N/A,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Turnover,0
16,28,38,:30 - :21,Dunk,TRUE,TRUE,Transition,20 Jericho Sims,Opponent-Big,Missed 2,0
16,29,39,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,30,40,:20 - :11,Off-the-dribble (2),FALSE,TRUE,Post-up (on the block),22 Kai Jones,Opponent-Big,Missed 2,0
16,30,41,:20 - :11,N/A,N/A,TRUE,Offensive Rebound,20 Jericho Sims,Opponent-Big,Turnover,0
16,31,42,:20 - :11,Floater/Runner,TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Made 2,2
16,32,43,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,33,44,:20 - :11,N/A,N/A,TRUE,P&R Ball Handler,3 Courtney Ramey,Opponent-Guard,Turnover,0
16,34,45,:10 - :00,Off-the-dribble (2),TRUE,TRUE,Cut,3 Courtney Ramey,Opponent-Big,Missed 2,0
16,35,46,:30 - :21,Catch-and-shoot,TRUE,TRUE,Transition,2 Matt Coleman III,Opponent-Guard,Missed 3,0
16,36,47,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
16,36,48,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
16,36,49,:10 - :00,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Made 2,2
16,37,50,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,38,51,:10 - :00,N/A,N/A,TRUE,P&R Ball Handler,2 Matt Coleman III,N/A,No Result,0
16,38,52,:10 - :00,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
16,38,53,:10 - :00,Floater/Runner,TRUE,TRUE,Offensive Rebound,4 Greg Brown,Opponent-Guard,Made 2,2
16,39,54,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
16,40,55,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
16,40,56,:10 - :00,Off-the-dribble (3),TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Missed 3,0
16,41,57,:30 - :21,Floater/Runner,TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Missed 2,0
16,42,58,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,20 Jericho Sims,Opponent-Big,Made 2,2
16,43,59,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Shooting Foul,2
16,44,60,:20 - :11,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
16,45,61,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
16,46,62,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
16,46,63,:30 - :21,Floater/Runner,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Made 2,2
16,47,64,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
16,48,65,:30 - :21,N/A,N/A,TRUE,Transition,22 Kai Jones,Opponent-Guard,Charge,0
16,49,66,:10 - :00,Catch-and-shoot,FALSE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Missed 3,0
16,50,67,:20 - :11,N/A,N/A,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Turnover,0
16,51,68,:30 - :21,Layup,TRUE,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Missed 2,0
16,51,69,:30 - :21,Layup,TRUE,TRUE,Offensive Rebound,1 Andrew Jones,Opponent-Guard,Made 2,2
16,52,70,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,20 Jericho Sims,Opponent-Big,Missed 2,0
16,53,71,:20 - :11,Layup,TRUE,TRUE,Cut,3 Courtney Ramey,Opponent-Big,Assisted 2,2
16,54,72,:30 - :21,N/A,N/A,TRUE,Transition,4 Greg Brown,Opponent-Big,Charge,0
16,55,73,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,56,74,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Shooting Foul,2
16,57,75,:30 - :21,Floater/Runner,TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Missed 2,0
16,58,76,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,58,77,:20 - :11,N/A,N/A,TRUE,Offensive Rebound,4 Greg Brown,Opponent-Big,Turnover,0
16,59,78,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
16,60,79,:20 - :11,Floater/Runner,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Missed 2,0
16,60,80,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
16,61,81,:30 - :21,Layup,TRUE,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Assisted 2,2
16,62,82,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
16,63,83,:10 - :00,Catch-and-shoot,TRUE,TRUE,N/A,N/A,N/A,Missed 2,0
16,64,84,:20 - :11,Catch-and-shoot,FALSE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Missed 3,0
16,64,85,:20 - :11,Dunk,FALSE,TRUE,Offensive Rebound,4 Greg Brown,N/A,Made 2,2
16,65,86,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,66,87,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,67,88,:30 - :21,Layup,TRUE,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Made 2,3
16,68,89,:20 - :11,Dunk,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Guard,Shooting Foul,2
16,69,90,:10 - :00,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
16,70,91,:10 - :00,Catch-and-shoot,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 3,0
16,70,92,:20 - :11,Catch-and-shoot,TRUE,TRUE,Offensive Rebound,30 Brock Cunningham,Opponent-Guard,Missed 3,0
16,71,93,:10 - :00,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
16,72,94,:20 - :11,Catch-and-shoot,FALSE,TRUE,Offensive Rebound,30 Brock Cunningham,Opponent-Big,Assisted 3,3
16,73,95,:10 - :00,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
16,73,96,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,73,97,:10 - :00,N/A,N/A,TRUE,Offensive Rebound,22 Kai Jones,N/A,Turnover,0
16,74,98,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
16,74,99,:20 - :11,Floater/Runner,TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
16,75,100,No Shot Clock,Halfcourt Shot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
16,76,101,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
16,77,102,:20 - :11,Layup,TRUE,TRUE,Cut,3 Courtney Ramey,Opponent-Big,Shooting Foul,2
16,78,103,:20 - :11,Catch-and-shoot,TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Missed 3,0
16,79,104,:30 - :21,Dunk,TRUE,TRUE,Transition,22 Kai Jones,Opponent-Guard,Shooting Foul,1
16,80,105,:20 - :11,N/A,N/A,TRUE,P&R Ball Handler,3 Courtney Ramey,Opponent-Guard,No Result,0
16,80,106,:20 - :11,Dunk,TRUE,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Big,Shooting Foul,1
16,81,107,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
16,82,108,:20 - :11,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),2
16,83,109,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
16,84,110,No Shot Clock,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
16,85,111,:20 - :11,Catch-and-shoot,TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Missed 3,0
16,86,112,:20 - :11,N/A,N/A,TRUE,P&R Ball Handler,3 Courtney Ramey,Opponent-Big,Turnover,0
16,87,113,:10 - :00,Off-the-dribble (2),FALSE,FALSE,N/A,N/A,N/A,Missed 2,0
16,88,114,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
16,88,115,:20 - :11,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
16,89,116,:20 - :11,Floater/Runner,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Shooting Foul,2
16,90,117,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Big,Missed 2,0
16,91,118,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Big,Missed 2,0
16,91,119,:30 - :21,Off-the-dribble (3),FALSE,TRUE,Cut,22 Kai Jones,Opponent-Big,Missed 3,0
16,92,120,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,Opponent-Guard,Missed 3,0
16,93,121,No Shot Clock,N/A,N/A,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Turnover,0
17,1,1,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,No Result,0
17,1,2,:10 - :00,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
17,2,3,:30 - :21,Layup,TRUE,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Shooting Foul,2
17,3,4,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
17,4,5,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
17,5,6,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
17,6,7,:30 - :21,Layup,TRUE,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Big,Shooting Foul,2
17,7,8,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
17,8,9,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Cut,N/A,Opponent-Big,Made 2,2
17,9,10,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
17,10,11,:20 - :11,Dunk,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Made 2,3
17,11,12,:30 - :21,N/A,N/A,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Big,Floor Foul,0
